0,lct,acc,coop,qunt,qual,expert
2084,0.5,1,0,0.503287311,0.302491672,0
2085,0.375,1,0,0.377486029,0.29143972,0
2086,0,1,0,0.000246548,0.376820862,0
2087,0.5,1,0,0.503287311,0.291813107,0
2088,0,1,0,0.000123274,0.335121531,0
2089,0.5,1,0,0.503287311,0.296188833,0
2090,0.5,1,0,0.503287311,0.298616647,0
2091,0.5,1,0,0.503451677,0.387731656,0
2092,0.5,1,0,0.503328402,0.322162034,0
2093,0.5,1,0,0.503451677,0.392378979,0
2094,0.5,1,0,0.503287311,0.294310617,0
2095,0.3,0.02,0,0.301964168,0.235336688,0
2096,0.5,1,0,0.503287311,0.304662645,0
2097,0.5,1,0,0.50324622,0.229871118,0
2098,0.5,1,0,0.50324622,0.240510756,0
2099,0,1,0,8.22E-05,0.297155029,0
2100,0.5,1,0,0.503287311,0.296553901,0
2101,0.5,1,0,0.50324622,0.001425389,0
2102,0.5,0.02,0,0.503328402,0.004276167,0
2103,0.5,0.02,0,0.50324622,0.001425389,0
2104,0.5,1,0,0.50324622,0.001425389,0
2105,0.25,1,0.006944444,0.251643655,0.017855425,0
2106,0.5,1,0,0.50324622,0.001425389,0
2107,0.5,1,0.006944444,0.50324622,0.001425389,0
2108,0.5,1,0,0.50324622,0.001425389,0
2109,0.5,1,0.006944444,0.50324622,0.001425389,0
2110,0.5,1,0,0.50324622,0.001425389,0
2111,0.5,1,0,0.50324622,0.001425389,0
2112,0.5,1,0.006944444,0.50324622,0.001425389,0
2113,0.5,0.02,0,0.50324622,0.001425389,0
2114,0.5,0.02,0,0.50324622,0.001425389,0
2115,0.275,1,0,0.276845003,0.293456754,0
2116,0.5,1,0,0.50324622,0.001425389,0
2117,0.5,0.02,0,0.50324622,0.001425389,0
2118,0.5,1,0,0.50324622,0.001425389,0
2119,0.5,1,0,0.50324622,0.001425389,0
2120,0.5,0.02,0,0.50324622,0.001425389,0
2121,0.5,1,0,0.50324622,0.001425389,0
2122,0.5,1,0.006944444,0.50324622,0.001425389,0
2123,0.5,1,0,0.50324622,0.001425389,0
2124,0.5,0.02,0,0.50324622,0.001425389,0
2125,0.5,0.02,0.006944444,0.50324622,0.001425389,0
2126,0.5,1,0,0.50324622,0.001425389,0
2127,0,1,0,0.000123274,0.051804799,0
2128,0.5,1,0,0.50324622,0.001425389,0
2129,0.5,0.02,0.006944444,0.50324622,0.001425389,0
2130,0.5,0.02,0.006944444,0.50324622,0.001425389,0
2131,0.5,1,0,0.50324622,0.001425389,0
2132,0.5,1,0.006944444,0.50324622,0.001425389,0
2133,0.5,0.02,0,0.50324622,0.001425389,0
2134,0.5,1,0.006944444,0.50324622,0.001425389,0
2135,0.5,0.02,0,0.50324622,0.001425389,0
2136,0.275,1,0,0.276845003,0.087541844,0
2137,0.5,1,0,0.503287311,0.002850778,0
2138,0.5,0.02,0,0.50324622,0.001425389,0
2139,0.5,1,0,0.50324622,0.001425389,0
2140,0.5,0.02,0,0.50324622,0.001425389,0
2141,0.5,1,0,0.503287311,0.303098175,0
2142,0.5,0.02,0,0.50324622,0.001425389,0
2143,0.5,1,0.006944444,0.503287311,0.002850778,0
2144,0.5,1,0.006944444,0.50324622,0.001425389,0
2145,0.5,0.02,0,0.50324622,0.001425389,0
2146,0.5,1,0.013888889,0.503328402,0.004276167,0
2147,0.5,1,0,0.50324622,0.001425389,0
2148,0.5,0.02,0.006944444,0.50324622,0.001425389,0
2149,0.5,0.02,0,0.50324622,0.001425389,0
2150,0.5,0.02,0,0.503287311,0.002850778,0
2151,0.5,0.02,0.006944444,0.50324622,0.001425389,0
2152,0.5,0.02,0,0.50324622,0.001425389,0
2153,0.5,0.02,0,0.50324622,0.23291407,0
2154,0.5,0.02,0,0.50324622,0.001425389,0
2155,0.5,1,0.006944444,0.50324622,0.001425389,0
2156,0.35,1,0,0.352284681,0.001425389,0
2157,0.5,1,0,0.50324622,0.001425389,0
2158,0.5,0.02,0,0.50324622,0.001425389,0
2159,0.5,1,0,0.50324622,0.001425389,0
2160,0.5,0.02,0,0.50324622,0.001425389,0
2161,0.5,1,0,0.50324622,0.001425389,0
2162,0.5,1,0,0.50324622,0.001425389,0
2163,0.5,0.02,0,0.50324622,0.001425389,0
2164,0.5,0.02,0,0.50324622,0.001425389,0
2165,0.5,0.02,0,0.50324622,0.001425389,0
2166,0.5,0.02,0,0.50324622,0.001425389,0
2167,0.5,1,0,0.50324622,0.001425389,0
2168,0.35,0.02,0,0.352366864,0.316417819,0
2169,0.5,1,0,0.50324622,0.001425389,0
2170,0.5,1,0,0.50324622,0.001425389,0
2171,0.5,1,0.006944444,0.50324622,0.001425389,0
2172,0.5,0.02,0,0.50324622,0.001425389,0
2173,0.5,1,0,0.503369494,0.353576689,0
2174,0.5,0.02,0,0.50324622,0.001425389,0
2175,0.5,1,0,0.50324622,0.001425389,0
2176,0.5,0.02,0,0.503287311,0.287741196,0
2177,0.5,1,0,0.50324622,0.001425389,0
2178,0.5,1,0,0.50324622,0.004654202,0
2179,0.4,1,0,0.402605194,0.057675128,0
2180,0.5,0.02,0,0.50324622,0.001425389,0
2181,0.5,1,0,0.50324622,0.001425389,0
2182,0.5,0.02,0,0.50324622,0.001425389,0
2183,0.3,1,0,0.302046351,0.328757476,0
2184,0.5,1,0,0.50324622,0.001425389,0
2185,0.5,0.02,0,0.50324622,0.001425389,0
2186,0.45,0.02,0,0.452925707,0.011791588,0
2187,0.5,0.02,0,0.50324622,0.001425389,0
2188,0.5,0.02,0,0.50324622,0.001425389,0
2189,0.5,0.02,0,0.50324622,0.001425389,0
2190,0.5,1,0,0.503410585,0.373834251,0
2191,0.5,1,0.006944444,0.50324622,0.001425389,0
2192,0.5,0.02,0,0.50324622,0.001425389,0
2193,0.5,1,0,0.50324622,0.001425389,0
2194,0.5,0.02,0,0.50324622,0.001425389,0
2195,0.5,1,0,0.50324622,0.001425389,0
2196,0.5,0.02,0.006944444,0.50324622,0.001425389,0
2197,0.5,1,0,0.50324622,0.001425389,0
2198,0.5,1,0,0.50324622,0.001425389,0
2199,0.5,1,0,0.503287311,0.002850778,0
2200,0.5,0.02,0,0.50324622,0.238542608,0
2201,0.5,1,0,0.503328402,0.332206328,0
2202,0.5,1,0,0.503287311,0.300114203,0
2203,0.5,1,0,0.503492768,0.405361055,0
2204,0.5,1,0,0.503369494,0.359960487,0
2205,0.5,1,0,0.503328402,0.337121009,0
2206,0.5,0.02,0,0.50324622,0.243508441,0
2207,0.5,1,0,0.503410585,0.375319844,0
2208,0.5,1,0,0.503287311,0.302976477,0
2209,0.5,1,0,0.503451677,0.39642373,0
2210,0.5,1,0,0.503287311,0.301949458,0
2211,0.5,1,0,0.503287311,0.299747242,0
2212,0.5,0.02,0,0.50324622,0.243508441,0
2213,0.5,0.02,0,0.50324622,0.239768111,0
2214,0.5,1,0,0.50324622,0.229438965,0
2215,0.5,0.02,0,0.50324622,0.239754918,0
2216,0.5,1,0,0.50324622,0.24127268,0
2217,0.5,1,0,0.50324622,0.237698333,0
2218,0.5,0.02,0,0.50324622,0,0
2219,0.5,1,0,0.503328402,0.333405663,0
2220,0.5,1,0,0.503451677,0.383345943,0
2221,0.5,1,0,0.503328402,0.33663033,0
2222,0.5,0.02,0,0.50324622,0.240459789,0
2223,0.5,1,0,0.50324622,0.236248748,0
2224,0.5,1,0,0.50324622,0.238226767,0
2225,0.5,1,0,0.50324622,0.239986384,0
2226,0.45,0.02,0.006944444,0.452966798,0.023583175,0
2227,0.5,1,0,0.50324622,0.242031607,0
2228,0.5,1,0,0.50324622,0.245240932,0
2229,0.5,1,0,0.50324622,0.23291407,0
2230,0.5,1,0,0.50324622,0.245513371,0
2231,0.5,1,0,0.50324622,0.237698333,0
2232,0.5,1,0,0.50324622,0.240966018,0
2233,0.5,1,0,0.50324622,0.245513371,0
2234,0.5,1,0,0.50324622,0.238846052,0
2235,0.5,1,0,0.50324622,0.238846052,0
2236,0.425,1,0,0.427806542,0.244229071,0
2237,0.5,1,0,0.50324622,0.229438965,0
2238,0.5,1,0,0.503287311,0.295776345,0
2239,0.5,1,0,0.50324622,0.243718849,0
2240,0.3,0.02,0,0.302046351,0.334107123,0
2241,0.325,1,0,0.327165516,0.30060563,0
2242,0.4,1,0,0.40276956,0.38174402,0
2243,0.35,0.02,0,0.352284681,0.246551293,0
2244,0,1,0,0.000246548,0.390623951,0
2245,0.5,1,0,0.503369494,0.351374718,0
2246,0.5,1,0,0.503410585,0.37582892,0
2247,0.425,0.02,0,0.427806542,0.3042368,0
2248,0.45,1,0,0.452925707,0.237294226,0
2249,0.5,0.02,0,0.503287311,0.002850778,0
2250,0.49,1,0,0.493387574,0.394896274,0
2251,0.475,1,0,0.478127055,0.30060563,0
2252,0.475,1,0,0.478127055,0.298974204,0
2253,0.5,1,0,0.503287311,0.299993873,0
2254,0.45,1,0,0.452925707,0.239986384,0
2255,0.5,1,0,0.50324622,0.239986384,0
2256,0.5,1,0,0.503369494,0.363283512,0
2257,0.5,1,0,0.50324622,0.243286658,0
2258,0.5,0.02,0,0.503287311,0.304618646,0
2259,0.5,1,0,0.503287311,0.305643067,0
2260,0.5,1,0,0.50324622,0.245240932,0
2261,0.5,1,0,0.50324622,0.2498307,0
2262,0.5,1,0,0.503492768,0.398135795,0
2263,0.5,1,0,0.503287311,0.304422544,0
2264,0.455,1,0.006944444,0.458163215,0.403097938,0
2265,0.5,1,0,0.50324622,0.24743035,0
2266,0.5,1,0,0.50324622,0.251898018,0
2267,0.5,1,0,0.50324622,0.246310676,0
2268,0.35,1,0,0.352284681,0.224646261,0
2269,0.5,0.02,0,0.503287311,0.29126509,0
2270,0,1,0,0.000369822,0.420264328,0
2271,0,1,0,0.00028764,0.406352248,0
2272,0.5,1,0,0.503410585,0.375526678,0
2273,0.45,1,0,0.452925707,0.240459806,0
2274,0.45,0.02,0,0.452925707,0.237902009,0
2275,0.3,1,0,0.301964168,0.001425389,0
2276,0.45,1,0,0.452925707,0.225811084,0
2277,0.45,1,0,0.452925707,0.223031546,0
2278,0.45,1,0,0.452925707,0.223880226,0
2279,0,1,0,0.000123274,0.339027097,0
2280,0.45,1,0,0.452925707,0.237294226,0
2281,0,1,0,0.000123274,0.335729107,0
2282,0,1,0,0.000123274,0.334054037,0
2283,0.465,1,0,0.468104043,0.330997119,0
2284,0.45,1,0,0.452925707,0.238363255,0
2285,0.5,1,0,0.503369494,0.358260384,0
2286,0,1,0,8.22E-05,0.296358545,0
2287,0.5,1,0,0.503369494,0.350664759,0
2288,0,1,0,8.22E-05,0.297667811,0
2289,0.5,1,0,0.503410585,0.373284139,0
2290,0.5,1,0,0.503369494,0.354873013,0
2291,0.5,1,0,0.503369494,0.35121825,0
2292,0.5,1,0,0.503369494,0.355641706,0
2293,0.5,1,0,0.503328402,0.328464431,0
2294,0.5,1,0,0.503369494,0.355692109,0
2295,0.5,1,0,0.50324622,0.240459806,0
2296,0,1,0,8.22E-05,0.296100198,0
2297,0.5,1,0,0.50324622,0.238846052,0
2298,0.5,1,0,0.503369494,0.357685784,0
2299,0.5,1,0,0.503369494,0.35979785,0
2300,0.5,1,0,0.503328402,0.3278031,0
2301,0.5,1,0.006944444,0.50324622,0.030526988,0
2302,0.5,1,0,0.50324622,0.025494957,0
2303,0.5,0.02,0,0.50324622,0.237294226,0
2304,0.5,0.02,0,0.503369494,0.085560601,0
2305,0.5,1,0,0.50324622,0.038587823,0
2306,0.5,0.02,0,0.50324622,0.011791588,0
2307,0.45,1,0,0.453131164,0.384031467,0
2308,0.5,1,0,0.50324622,0.028221624,0
2309,0.475,0.02,0,0.478127055,0.038711934,0
2310,0.5,0.02,0,0.50324622,0.001425389,0
2311,0.5,1,0,0.503328402,0.035374763,0
2312,0.5,1,0,0.503287311,0.047652743,0
2313,0.5,0.02,0,0.50324622,0.025494957,0
2314,0.5,0.02,0,0.50324622,0.035861156,0
2315,0.5,0.02,0,0.503287311,0.026920346,0
2316,0.5,1,0,0.503287311,0.294010244,0
2317,0.5,0.02,0,0.50324622,0.022157786,0
2318,0.5,1,0,0.50324622,0.030526988,0
2319,0.5,1,0,0.503287311,0.258426535,0
2320,0.5,1,0,0.50324622,0.017855425,0
2321,0.5,1,0,0.50324622,0.011791588,0
2322,0.5,0.02,0,0.50324622,0.011791588,0
2323,0.5,1,0,0.503287311,0.019280814,0
2324,0.5,1,0.006944444,0.503287311,0.023583175,0
2325,0.5,0.02,0,0.50324622,0.001425389,0
2326,0.5,1,0,0.50324622,0.001425389,0
2327,0.5,1,0,0.503328402,0.334078116,0
2328,0.475,0.02,0,0.478127055,0.031952377,0
2329,0.5,1,0,0.503328402,0.319514289,0
2330,0.5,1,0,0.50324622,0.030526988,0
2331,0.5,0.02,0.006944444,0.50324622,0.030526988,0
2332,0.5,1,0,0.50324622,0.034285462,0
2333,0.5,0.02,0,0.50324622,0.001425389,0
2334,0.5,1,0,0.50324622,0.028221624,0
2335,0,0.02,0,8.22E-05,0.013216976,0
2336,0.5,0.02,0,0.50324622,0.025494957,0
2337,0.4,0.02,0,0.402605194,0.032523985,0
2338,0.5,1,0,0.50324622,0.011791588,0
2339,0.5,0.02,0,0.50324622,0.011791588,0
2340,0.5,1,0,0.503328402,0.325553592,0
2341,0.5,1,0.006944444,0.503369494,0.016067754,0
2342,0.5,0.02,0,0.50324622,0.025494957,0
2343,0.5,1,0,0.50324622,0.001425389,0
2344,0.5,0.02,0,0.50324622,0.001425389,0
2345,0,1,0,0.000164366,0.349738497,0
2346,0.5,1,0,0.50324622,0.001425389,0
2347,0.5,1,0,0.50324622,0.011791588,0
2348,0,1,0,0.000534188,0.424547992,0
2349,0.5,1,0,0.50324622,0.039784883,0
2350,0.25,1,0,0.251643655,0.037286545,0
2351,0.5,1,0,0.503410585,0.060719414,0
2352,0.5,0.02,0,0.50324622,0.028221624,0
2353,0.5,1,0,0.50324622,0.025494957,0
2354,0.5,0.02,0,0.50324622,0.022157786,0
2355,0.5,0.02,0,0.50324622,0.001425389,0
2356,0.5,1,0,0.50324622,0.034285462,0
2357,0.5,1,0.006944444,0.50324622,0.063854451,0
2358,0.5,1,0,0.503287311,0.002850778,0
2359,0,1,0,8.22E-05,0.031952377,0
2360,0.5,0.02,0,0.50324622,0.001425389,0
2361,0.5,1,0,0.50324622,0.001425389,0
2362,0.5,0.02,0,0.50324622,0.017855425,0
2363,0.5,1,0,0.503328402,0.327519106,0
2364,0.5,1,0,0.50324622,0.011791588,0
2365,0.5,1,0,0.503287311,0.026920346,0
2366,0,1,0,8.22E-05,0.023583175,0
2367,0.5,1,0,0.50324622,0.017855425,0
2368,0.5,1,0.006944444,0.503287311,0.263633679,0
2369,0.5,1,0.006944444,0.50324622,0.022157786,0
2370,0.5,1,0,0.50324622,0.244223792,0
2371,0.5,1,0,0.50324622,0.001425389,0
2372,0.5,1,0,0.503410585,0.332500237,0
2373,0.5,1,0,0.503287311,0.033949374,0
2374,0.5,1,0.006944444,0.50324622,0.011791588,0
2375,0.5,0.02,0,0.50324622,0.001425389,0
2376,0.5,0.02,0,0.50324622,0.011791588,0
2377,0.5,0.02,0.006944444,0.50324622,0.011791588,0
2378,0.5,0.02,0,0.50324622,0.001425389,0
2379,0.5,0.02,0,0.50324622,0.001425389,0
2380,0.5,0.02,0,0.50324622,0.001425389,0
2381,0.4,0.02,0,0.402646285,0.019280814,0
2382,0.25,0.02,0,0.251643655,0.042890184,0
2383,0.5,1,0,0.50324622,0.028221624,0
2384,0.5,0.02,0,0.503328402,0.324438487,0
2385,0.5,0.02,0,0.50324622,0.011791588,0
2386,0.5,0.02,0,0.50324622,0.001425389,0
2387,0.5,1,0,0.50324622,0.011791588,0
2388,0.5,0.02,0.006944444,0.503287311,0.013216976,0
2389,0.5,0.02,0,0.50324622,0.025494957,0
2390,0.5,1,0,0.50324622,0.022157786,0
2391,0.5,1,0,0.50324622,0.001425389,0
2392,0.5,1,0,0.50324622,0.011791588,0
2393,0.5,1,0,0.50324622,0.022157786,0
2394,0.5,1,0,0.503287311,0.029647013,0
2395,0.475,0.02,0,0.478127055,0.292089054,0
2396,0.5,1,0,0.50324622,0.001425389,0
2397,0.5,0.02,0,0.50324622,0.017855425,0
2398,0.5,1,0,0.503328402,0.031072402,0
2399,0.5,0.02,0.006944444,0.503287311,0.002850778,0
2400,0.5,0.02,0,0.50324622,0.001425389,0
2401,0.35,0.02,0,0.352284681,0.23148949,0
2402,0.45,1,0,0.453213346,0.236991445,0
2403,0.4,0.02,0,0.402646285,0.046077049,0
2404,0.4,1,0,0.402605194,0.001425389,0
2405,0.4,1,0,0.402605194,0.032523985,0
2406,0.4,1,0,0.402605194,0.035861156,0
2407,0.3,1,0.006944444,0.30200526,0.03571085,0
2408,0.4,1,0,0.402605194,0.001425389,0
2409,0.45,1,0,0.452966798,0.023583175,0
2410,0.45,0.02,0.006944444,0.452925707,0.022157786,0
2411,0.415,0.02,0,0.417783531,0.020706203,0
2412,0,1,0,0.000123274,0.028345735,0
2413,0.5,0.02,0,0.50324622,0.236294951,0
2414,0.4,1,0,0.402605194,0.017855425,0
2415,0.4,1,0,0.402605194,0.039784883,0
2416,0.4,0.02,0,0.402605194,0.001425389,0
2417,0.5,1,0.006944444,0.503287311,0.002850778,0
2418,0.4,1,0,0.402605194,0.011791588,0
2419,0.4,1,0.006944444,0.402605194,0.017855425,0
2420,0.4,1,0,0.402605194,0.017855425,0
2421,0.4,1,0,0.402605194,0.028221624,0
2422,0.42,1,0,0.422897765,0.017493143,0
2423,0.35,1,0,0.352284681,0.011791588,0
2424,0.4,0.02,0,0.402605194,0.011791588,0
2425,0.4,0.02,0,0.402605194,0.001425389,0
2426,0.45,1,0,0.452966798,0.037286545,0
2427,0.36,1,0,0.362513149,0.354677161,0
2428,0.465,1,0,0.468104043,0.049807802,0
2429,0.4,1,0,0.402605194,0.053716581,0
2430,0.4,0.02,0,0.402605194,0.035861156,0
2431,0.425,1,0.006944444,0.427806542,0.054681772,0
2432,0.4,0.02,0,0.402605194,0.040893187,0
2433,0.4,1,0,0.402605194,0.028221624,0
2434,0.4,0.02,0,0.402605194,0.040893187,0
2435,0.4,1,0,0.402605194,0.034285462,0
2436,0.45,1,0,0.45300789,0.11089669,0
2437,0.45,1,0,0.452966798,0.053716581,0
2438,0.4,1,0,0.402605194,0.017855425,0
2439,0.4,1,0,0.402605194,0.022157786,0
2440,0.4,0.02,0.006944444,0.402605194,0.025494957,0
2441,0.5,1,0.006944444,0.50324622,0.001425389,0
2442,0.4,0.02,0,0.402605194,0.028221624,0
2443,0.4,0.02,0.006944444,0.402605194,0.030526988,0
2444,0.4,0.02,0.006944444,0.402605194,0.022157786,0
2445,0.4,1,0,0.402646285,0.002850778,0
2446,0,1,0,8.22E-05,0.046077049,0
2447,0.4,1,0,0.402605194,0.053256383,0
2448,0.45,1,0,0.45300789,0.080362511,0
2449,0.5,1,0,0.503287311,0.040013212,0
2450,0.325,0.02,0,0.327165516,0.002850778,0
2451,0.425,1,0,0.427806542,0.029647013,0
2452,0.4,0.02,0,0.402605194,0.001425389,0
2453,0.4,1,0,0.402605194,0.001425389,0
2454,0.375,1,0,0.377486029,0.026920346,0
2455,0.4,0.02,0.006944444,0.402605194,0.035861156,0
2456,0.3,0.02,0,0.30200526,0.019280814,0
2457,0.4,1,0,0.402605194,0.04465166,0
2458,0.4,1,0,0.402605194,0.028221624,0
2459,0.4,1,0,0.402605194,0.017855425,0
2460,0.4,1,0.006944444,0.402605194,0.040893187,0
2461,0.4,0.02,0,0.402605194,0.028221624,0
2462,0.4,0.02,0,0.402605194,0.001425389,0
2463,0.425,1,0.013888889,0.427806542,0.047652743,0
2464,0.4,0.02,0,0.402605194,0.011791588,0
2465,0,1,0.006944444,0.000123274,0.066473359,0
2466,0.4,0.02,0,0.402646285,0.002850778,0
2467,0.435,1,0.013888889,0.437911736,0.057868637,0
2468,0.4,1,0,0.402605194,0.028221624,0
2469,0.45,0.02,0.006944444,0.452966798,0.013216976,0
2470,0.5,0.02,0,0.50324622,0.236340102,0
2471,0.425,0.02,0,0.427806542,0.046077049,0
2472,0.4,0.02,0,0.402605194,0.011791588,0
2473,0.5,0.02,0,0.50324622,0.239160677,0
2474,0.4,1,0,0.402646285,0.023583175,0
2475,0.4,1,0,0.402605194,0.001425389,0
2476,0.385,1,0,0.387591223,0.044775771,0
2477,0.4,1,0,0.402605194,0.025494957,0
2478,0.4,1,0.006944444,0.402605194,0.017855425,0
2479,0.425,1,0,0.427806542,0.293214549,0
2480,0.45,1,0,0.452966798,0.031952377,0
2481,0.4,1,0,0.402605194,0.022157786,0
2482,0.4,0.02,0,0.402605194,0.034285462,0
2483,0.4,0.02,0.006944444,0.402605194,0.041924993,0
2484,0.4,0.02,0,0.402605194,0.039784883,0
2485,0.4,0.02,0,0.402605194,0.034285462,0
2486,0.4,0.02,0,0.402687377,0.327559621,0
2487,0.4,0.02,0,0.402605194,0.030526988,0
2488,0.4,1,0,0.402605194,0.035861156,0
2489,0.5,0.02,0,0.503328402,0.323480931,0
2490,0.4,0.02,0,0.402605194,0.001425389,0
2491,0.325,0.02,0,0.327165516,0.023583175,0
2492,0.4,0.02,0.006944444,0.402605194,0.037286545,0
2493,0.4,1,0,0.402605194,0.022157786,0
2494,0.4,1,0,0.402605194,0.022157786,0
2495,0.45,1,0,0.452925707,0.025494957,0
2496,0.5,1,0,0.503369494,0.282231388,0
2497,0.4,0.02,0,0.402605194,0.017855425,0
2498,0.45,0.02,0,0.452925707,0.001425389,0
2499,0.475,1,0,0.478127055,0.056021945,0
2500,0.45,1,0,0.452925707,0.011791588,0
2501,0,1,0,0.000246548,0.371015003,0
2502,0.415,1,0,0.417783531,0.260903296,0
2503,0.46,1,0,0.463113083,0.357406338,0
2504,0.475,1,0,0.478127055,0.304338277,0
2505,0.5,1,0,0.503410585,0.377557871,0
2506,0.5,1,0,0.503287311,0.30574827,0
2507,0.5,0.02,0,0.50324622,0.244015468,0
2508,0.5,1,0,0.503410585,0.37759541,0
2509,0,1,0,0.000123274,0.334274377,0
2510,0.475,1,0,0.478127055,0.292285685,0
2511,0.5,1,0,0.503369494,0.353976508,0
2512,0.385,1,0,0.387591223,0.30571668,0
2513,0,1,0,0.000123274,0.323308109,0
2514,0.495,1,0,0.498501808,0.407076263,0
2515,0.5,0.02,0,0.503369494,0.3476187,0
2516,0,1,0.006944444,0.000328731,0.392270632,0
2517,0.5,0.02,0,0.503328402,0.324438487,0
2518,0.5,0.02,0,0.503369494,0.3476187,0
2519,0.5,0.02,0,0.503369494,0.3476187,0
2520,0.5,1,0,0.503410585,0.349044089,0
2521,0.5,1,0,0.503369494,0.3476187,0
2522,0.5,1,0,0.503369494,0.3476187,0
2523,0.5,1,0,0.503369494,0.350851995,0
2524,0,1,0,0.000123274,0.323308109,0
2525,0.5,1,0,0.503410585,0.367713581,0
2526,0.5,1,0,0.503369494,0.3476187,0
2527,0.5,1,0,0.503369494,0.348462146,0
2528,0.5,0.02,0,0.503328402,0.34839666,0
2529,0.5,1,0,0.503328402,0.332929327,0
2530,0,1,0,0.000164366,0.35800048,0
2531,0.5,1,0,0.50324622,0.237294226,0
2532,0,0.02,0,8.22E-05,0.295346727,0
2533,0.5,1,0.006944444,0.503328402,0.297140154,0
2534,0.5,1,0,0.503369494,0.32834668,0
2535,0.5,1,0,0.503369494,0.368267626,0
2536,0.35,1,0,0.352366864,0.32679347,0
2537,0.5,1,0,0.503451677,0.392709063,0
2538,0,1,0,8.22E-05,0.296864879,0
2539,0.5,1,0,0.503410585,0.377892805,0
2540,0.5,0.02,0,0.503328402,0.292536814,0
2541,0.45,1,0,0.452925707,0.23148949,0
2542,0.5,0.02,0,0.50324622,0.236248748,0
2543,0.5,1,0,0.503328402,0.340559319,0
2544,0.425,1,0,0.427806542,0.236904276,0
2545,0.45,0.02,0,0.452925707,0.235426087,0
2546,0.5,1,0,0.503328402,0.3449179,0
2547,0,0.02,0,8.22E-05,0.303989366,0
2548,0.45,0.02,0,0.452925707,0.246895695,0
2549,0.5,0.02,0,0.503287311,0.267780774,0
2550,0.5,1,0,0.503328402,0.337751276,0
2551,0.5,1,0,0.503328402,0.329925066,0
2552,0.5,0.02,0,0.503369494,0.359028511,0
2553,0.4,1,0,0.402646285,0.247304996,0
2554,0.5,1,0,0.503410585,0.373106795,0
2555,0.475,1,0,0.478127055,0.297004454,0
2556,0.5,0.02,0,0.50324622,0.240459806,0
2557,0.475,0.02,0,0.478127055,0.297667811,0
2558,0.5,0.02,0,0.503369494,0.360947401,0
2559,0.5,1,0,0.50324622,0.235607081,0
2560,0.5,0.02,0,0.50324622,0.237355257,0
2561,0.5,1,0,0.503328402,0.331566232,0
2562,0.5,1,0,0.503451677,0.377055712,0
2563,0.5,1,0,0.503410585,0.374556813,0
2564,0.5,1,0,0.503328402,0.332155212,0
2565,0.5,1,0,0.503451677,0.357726595,0
2566,0.5,0.02,0,0.503328402,0.333373005,0
2567,0.5,1,0,0.503287311,0.292089054,0
2568,0.5,1,0,0.50324622,0.234881049,0
2569,0.5,1,0,0.503287311,0.295921509,0
2570,0.5,0.02,0,0.503328402,0.337844602,0
2571,0.5,1,0,0.503369494,0.353820897,0
2572,0.5,1,0,0.50324622,0.240459806,0
2573,0.45,1,0,0.45300789,0.2990932,0
2574,0.5,0.02,0,0.503287311,0.292048766,0
2575,0.5,1,0,0.503410585,0.368341564,0
2576,0,0.02,0,8.22E-05,0.30086309,0
2577,0.475,0.02,0,0.478127055,0.298073019,0
2578,0.5,1,0,0.503287311,0.292089054,0
2579,0.5,1,0,0.503410585,0.374011721,0
2580,0.5,1,0,0.503328402,0.32992433,0
2581,0.5,1,0,0.503328402,0.331912333,0
2582,0.5,1,0,0.503287311,0.296054058,0
2583,0.5,1,0,0.50324622,0.238846052,0
2584,0.5,0.02,0,0.503328402,0.328486878,0
2585,0.5,1,0,0.503328402,0.332002889,0
2586,0.5,1,0,0.50324622,0.238138722,0
2587,0.5,1,0,0.503328402,0.328142457,0
2588,0.5,1,0,0.50324622,0.236706821,0
2589,0.5,0.02,0,0.50324622,0.237294226,0
2590,0.5,1,0,0.503451677,0.345617209,0
2591,0.5,1,0,0.50324622,0.240695958,0
2592,0.4,1,0,0.402605194,0.235478887,0
2593,0.5,0.02,0,0.503328402,0.32531391,0
2594,0.425,1,0,0.427888725,0.308041174,0
2595,0.5,1,0,0.503328402,0.331102324,0
2596,0.5,1,0,0.503328402,0.331068429,0
2597,0.5,1,0,0.503328402,0.330658927,0
2598,0.5,1,0,0.503328402,0.331930428,0
2599,0.5,0.02,0,0.503328402,0.325553592,0
2600,0.5,0.02,0,0.503328402,0.325553592,0
2601,0.34,1,0,0.342343853,0.342040288,0
2602,0.42,1,0,0.423021039,0.412804808,0
2603,0.275,1,0,0.276845003,0.296832696,0
2604,0,1,0,0.000123274,0.353727997,0
2605,0.3,1,0,0.302046351,0.343085734,0
2606,0.455,1,0,0.458368672,0.439076561,0
2607,0.475,1,0,0.478496877,0.431847346,0
2608,0.3,0.02,0,0.302046351,0.33370583,0
2609,0.445,1,0,0.448222387,0.423148566,0
2610,0.25,0.02,0,0.251643655,0.236601199,0
2611,0.435,1,0,0.43832265,0.442309186,0
2612,0.25,1,0.006944444,0.251643655,0.032523985,0
2613,0.275,0.02,0,0.276845003,0.294231915,0
2614,0.42,1,0,0.423021039,0.416550255,0
2615,0.35,1,0,0.352449047,0.376514976,0
2616,0.25,1,0,0.251643655,0.233257778,0
2617,0.325,1,0.006944444,0.327165516,0.268698132,0
2618,0.26,0.02,0,0.261831032,0.340703965,0
2619,0.35,0.02,0,0.352325773,0.255303417,0
2620,0.25,0.02,0,0.251684747,0.231576929,0
2621,0.375,1,0,0.377486029,0.281176509,0
