name,inst,ntisQual,remainQual,lct,acc,coop,qunt,qual,expert
김태성,한국원자력연구원 기계공학과,0,0.09531018,0.35,0.02,0,0.352284681,0.001425389,0
이진천,디씨에스,0,0.09531018,0.25,0.02,0,0.251643655,0.001425389,0
이용욱,전주대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
여인수,한국도로협회,0,0.09531018,0.3,0.02,0,0.301964168,0.001425389,0
김동수,한국도로공사 부산외곽건설사업단,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
Lee HeonGyu,가이온 빅데이터연구소,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
김형주,과학기술정책연구원,0,0.09531018,0.25,0.02,0,0.251643655,0.001425389,0
문성훈,서울여대 기초교육원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
최선주,한국문화관광연구원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
이혜린,경희대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
백종문,한국과학기술원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
한민수,한국과학기술원,0,0.09531018,0.2,0.02,0,0.201323143,0.001425389,0
서호영,한국수산과학회 양식분과,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
명정인,국립수산과학원 제주수산연구소,0,0.09531018,0.4,0.02,0,0.402605194,0.001425389,0
곽호영,JEJU NATIONAL UNIVERSITY DEPARTMENT OF COMPUTER ENGINEERING,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
곽호영,제주대학교,3.625260741,0,0.475,1,0,0.478127055,0.299206204,0
주낙근,동신대학교,2.918634733,0.09531018,0.5,1,0,0.503287311,0.24231113,0
Yong-Sun Oh,목원대학교,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
최봉문,목원대학교,0,0.09531018,0.25,0.02,0,0.251643655,0.001425389,0
황의철,"KWANGJU WOMEN""S UNIVERSITY DEPT, OF SERVICE MANAGEMENT",0,0.09531018,0.3,0.02,0,0.301964168,0.001425389,0
황의철,광주여자대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
경병표,공주대학교,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
김경민,신라대학교,0,0.09531018,0.35,0.02,0,0.352284681,0.001425389,0
Young-Suk Lee,동국대학교,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
이호신,한국과학기술정보연구원 중소기업지원센터,0,0.09531018,0.3,0.02,0,0.301964168,0.001425389,0
김영순,한국콘텐츠학회,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
서동조,서울디지털대학교,0,0.19062036,0.225,0.02,0,0.22652449,0.002850778,0
오충식,한국과학기술정보연구원 정보화혁신실,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
이병엽,배재대학교,3.973731289,1.895368452,0.485,0.02,0,0.488355523,0.356312505,0
이종우,숙명여자대학교,0,0.09531018,0.4,0.02,0,0.402605194,0.001425389,0
최동운,Wonkwang University 컴퓨터소프트웨어공학과,0,0.09531018,0.25,0.02,0,0.251643655,0.001425389,0
최동운,원광대학교,0,0.78845736,0.4,1,0.006944444,0.402605194,0.011791588,0
권충훈,"KWANGJU WOMEN’S UNIVERSITY DEPT, OF SECONDARY SPECIAL EDUCATION",0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
권충훈,광주여자대학교,0,3.869449478,0.5,1,0,0.503328402,0.057868637,0
Yunsik Jang,한림대학교,0,0.09531018,0.4,0.02,0,0.402605194,0.001425389,0
황인표,한국인터넷진흥원 위치정보활용팀,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
손화철,한동대학교,0,0.19062036,0.475,0.02,0,0.478127055,0.002850778,0
김석우,KOREA INSTITUTE OF ENERGY RESEARCH WIND ENERGY LABORATORY,0,0.09531018,0.4,0.02,0,0.402605194,0.001425389,0
김석우,부산대학교,0,2.867898902,0.5,0.02,0,0.50324622,0.042890184,0
이미영,BUSAN ANIMAL MEDICAL CENTER DEPARTMENT OF VETERINARY RADIOLOGY,0,0.09531018,0.25,0.02,0,0.251643655,0.001425389,0
이선희,사이버한국외국어대학교,0,0.09531018,0.4,0.02,0,0.402605194,0.001425389,0
송재엽,나라컨트롤,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김석우,삼성전자,0,0.09531018,0.25,0.02,0,0.251643655,0.001425389,0
채영태,청주대학교,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
김종훈,한국에너지기술연구원 에너지ICT·ESS연구실 건물에너지그룹,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
김종훈,충남대학교,3.560119093,0.09531018,0.5,1,0,0.503328402,0.295255212,0
맹효영,한국수력원자력 중앙연구원,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
김재욱,서울과학기술대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김재욱,한국한의학연구원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
최안섭,SEJONG UNIVERSITY DEPARTMENT OF ARCHITECTURAL ENGINEERING,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
최안섭,세종대학교,4.57811312,0,0.5,1,0,0.503410585,0.377848643,0
이가은,경희대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
박성용,중앙대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
박성용,서강대학교,4.23752324,0,0,0.02,0,0.000164366,0.349738497,0
박병철,전자부품연구원 전문원부,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
박병철,서울대학교,2.950412048,0,0.5,1,0,0.50324622,0.243508441,0
이판묵,선박해양플랜트연구소 해양ICT연구본부,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김종규,전남대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
유희정,영남대학교,0,0.09531018,0.35,0.02,0,0.352284681,0.001425389,0
유희정,한신대학교,0,1.704748092,0.5,0.02,0,0.50324622,0.025494957,0
정분도,조선대학교,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
이상윤,인하대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
Jong-bae Kim,연세대학교,0,0.09531018,0.15,0.02,0,0.15100263,0.001425389,0
신정호,목포대학교,0,0.09531018,0.4,0.02,0,0.402605194,0.001425389,0
구주영,연세대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
강민아,이화여자대학교,0,0.09531018,0.35,0.02,0,0.352284681,0.001425389,0
김명진,한국방송학회,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김명진,이노그리드 컴퓨터과학과,0,0.09531018,0.35,1,0,0.352284681,0.001425389,0
조재희,서강대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
박귀주,KNOCKOUTGLOBAL,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
Sarah Gross,한국형사정책연구원,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
정진원,고려대학교,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
김익표,한국에너지공단 수요관리정책실,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김익표,대구대학교,3.960797015,0,0.5,1,0,0.503328402,0.326899257,0
손여옥,한국형사정책연구원,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
최지혜,한국언론진흥재단,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
최지혜,아주대학교,4.23561619,0,0.5,0.02,0,0.503369494,0.349581102,0
구서정,서울대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
서정은,서울시여성가족재단 여성정책실,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
엄다원,서울시여성가족재단 가족정책실,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
조준현,SK,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
이왕헌,한세대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
Jung Eek Son,서울대학교,0,0.19062036,0.5,0.02,0,0.503287311,0.002850778,0
Nam Il Park,GANGNEUNG-WONJU NATIONAL UNIVERSITY DEPARTMENT OF PLANT SCIENCE,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김홍기,전라북도농업기술원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
Wan Soon Kim,UNIVERSITY OF SEOUL DEPARTMENT OF ENVIRONMENTAL HORTICULTURE,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
방지웅,국립원예특작과학원 시설원예연구소,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
원종건,경상북도농업기술원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
송치선,한국여성정책연구원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
문순창,경기 운산고등학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
강성훈,한국소성가공학회 단조부문,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
윤명현,경남테크노파크,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
최연진,서울대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김동영,인스페이스 원격탐사사업부,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김성아,서울연구원 시민경제연구실,0,0.09531018,0.4,0.02,0,0.402605194,0.001425389,0
Robert Carr,한국형사정책연구원,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
추성민,한국농촌경제연구원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
박은현,서울연구원 도시외교연구센터,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
권헌영,KISO저널,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
이희옥,KISO저널 서비스 정책실,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
유승현,연세대학교,4.339032189,0,0,1,0,0.000164366,0.358116407,0
김건우,경상국립대학교,2.84859975,0,0.5,1,0,0.50324622,0.235105494,0
최완,서울대학교,2.956923944,0,0.5,0.02,0,0.50324622,0.244045892,0
최완,한국전자통신연구원,0,0.19062036,0.15,1,0,0.151043721,0.002850778,0
임종우,한양대학교,2.956147142,0,0.5,1,0,0.50324622,0.243981779,0
김동규,한국과학기술원,2.901845146,0,0.5,0.02,0,0.50324622,0.239500034,0
윤학영,전북대학교,2.93416571,0,0.5,0.02,0,0.50324622,0.24216757,0
임업,연세대학교,2.91035904,0,0.5,1,0,0.50324622,0.240202717,0
최원영,울산과학기술원,2.971403363,0,0.5,1,0,0.50324622,0.245240932,0
이원희,경희대학교,2.939930038,0,0.5,0.02,0,0.50324622,0.242643322,0
이권상,서울대학교,2.902881973,0,0.5,0.02,0,0.50324622,0.239585607,0
김병수,경북대학교,2.911202131,0,0.5,1,0,0.50324622,0.240272301,0
김병수,서울여자대학교,2.784706059,3.27336401,0.25,1,0,0.251684747,0.278786133,0
이지웅,한국해양대학교,3.541505041,0,0.5,1,0,0.503287311,0.292293536,0
이지웅,전남대학교,3.640799291,0,0.5,1,0,0.503287311,0.300488658,0
성의숙,부산대학교,2.907342045,0,0.5,1,0,0.50324622,0.239953714,0
조영래,연세대학교,2.863049665,0,0.5,0.02,0,0.50324622,0.236298099,0
전성범,동국대학교,2.933003782,0,0.5,1,0,0.50324622,0.242071672,0
김승한,중앙대학교,3.635772185,0,0.5,1,0,0.503287311,0.300073753,0
김지식,경북대학교,2.910465038,0,0.5,0.02,0,0.50324622,0.240211466,0
한재덕,한양대학교,2.923778751,0,0.5,1,0,0.50324622,0.241310296,0
유승협,한국과학기술원,2.94908659,0,0.5,0.02,0,0.50324622,0.243399046,0
이건재,한국과학기술원,3.688344144,0,0.5,0.02,0,0.503287311,0.304412711,0
송철한,광주과학기술원,2.940436296,0,0.5,1,0,0.50324622,0.242685105,0
김진희,연세대학교,2.924425931,0.09531018,0.5,0.02,0,0.503287311,0.242789099,0
김진희,서울대학교,0,2.803360381,0.5,0.02,0,0.50324622,0.041924993,0
이다운,순천향대학교,2.848281935,0,0.5,1,0,0.50324622,0.235079264,0
강윤희,이화여자대학교,2.926104538,0,0.5,1,0,0.50324622,0.241502252,0
강윤희,백석대학교,2.833879151,0.09531018,0.25,1,0,0.251684747,0.235315938,0
최흥국,인제대학교,2.947307322,0,0.5,0.02,0,0.50324622,0.243252196,0
염상국,강릉원주대학교,2.911185676,0,0.5,0.02,0,0.50324622,0.240270943,0
이상일,동국대학교,3.639280486,0,0.5,1,0,0.503287311,0.300363306,0
이상일,국방기술품질원,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
임수아,호서대학교,2.848669716,0,0.5,0.02,0,0.50324622,0.235111269,0
유정동,고려대학교,2.923300579,0,0.5,1,0,0.50324622,0.241270831,0
구도훈,전주대학교,2.848562889,0,0.5,1,0,0.50324622,0.235102452,0
한창우,충남대학교,2.82981175,0,0.5,0.02,0,0.50324622,0.233554851,0
양민준,부경대학교,3.651468851,0,0.5,1,0,0.503287311,0.301369257,0
정해영,세명대학교,2.84771941,0,0.5,1,0,0.50324622,0.235032837,0
타메르,성균관대학교(자연과학캠퍼스),2.911376573,0,0.5,1,0,0.50324622,0.240286698,0
신진원,가톨릭관동대학교,2.93200291,0,0.5,1,0,0.50324622,0.241989066,0
노선균,한양대학교,2.84842444,0,0.5,0.02,0,0.50324622,0.235091025,0
남유진,부산대학교,2.955255317,0.09531018,0.5,1,0,0.503287311,0.245333562,0
김성진,한국과학기술원,2.984793591,0,0.5,1,0,0.50324622,0.246346077,0
최영환,경남과학기술대학교,2.848479862,0,0.5,0.02,0,0.50324622,0.2350956,0
최영환,남서울대학교,2.779942601,4.724006615,0.385,0.02,0,0.387591223,0.300087729,0
배효관,부산대학교,2.960399939,0,0.5,0.02,0,0.50324622,0.244332778,0
강혜은,부경대학교,2.940503009,0,0.5,1,0,0.50324622,0.242690611,0
박찬영,한국과학기술원,2.946502347,0,0.5,0.02,0,0.50324622,0.243185759,0
박찬영,한림대학교,4.302634403,0,0.465,1,0,0.468145135,0.355112363,0
황지은,단국대학교,3.606349016,0,0.5,1,0,0.503287311,0.29764535,0
황지은,서울대학교,2.913201836,0,0.5,1,0,0.50324622,0.240437344,0
김정한,충북대학교,2.9490925,0,0.5,0.02,0,0.50324622,0.243399533,0
박대우,연세대학교,3.541445791,0,0.5,0.02,0,0.503287311,0.292288646,0
이보영,순천향대학교,2.848281935,0,0.5,1,0,0.50324622,0.235079264,0
이동규,경북대학교,2.960819924,0,0.5,1,0,0.50324622,0.244367441,0
이동규,동양미래대학교,2.89773341,4.274914586,0.3,1,0,0.302087442,0.303093152,0
최유영,고려대학교,2.923300579,0,0.5,1,0,0.50324622,0.241270831,0
양창덕,울산과학기술원,3.679404725,0,0.5,0.02,0,0.503287311,0.303674908,0
허다안,고려대학교,2.918422192,0,0.5,1,0,0.50324622,0.240868199,0
허윤석,인하대학교,2.978128347,0,0.5,1,0,0.50324622,0.24579597,0
강범틀,성균관대학교(자연과학캠퍼스),2.903311867,0,0.5,0.02,0,0.50324622,0.239621088,0
오채연,강원대학교,2.9107537,0,0.5,1,0,0.50324622,0.24023529,0
차지욱,서울대학교,3.565041924,0,0.5,1,0,0.503287311,0.294236122,0
김원석,서울대학교,2.92449646,0,0.5,0.02,0,0.50324622,0.241369531,0
김원석,연세대학교,3.611941924,0,0.5,0.02,0,0.503287311,0.298106953,0
정재훈,포항공과대학교,2.935491802,0,0.5,1,0,0.50324622,0.242277017,0
이영석,한국과학기술원,2.932644523,0,0.5,0.02,0,0.50324622,0.242042021,0
원상민,성균관대학교(자연과학캠퍼스),2.951241911,0,0.5,0.02,0,0.50324622,0.243576932,0
최선아,이화여자대학교,2.869059492,0,0.5,0.02,0,0.50324622,0.236794113,0
정재훈,가천대학교,2.911164674,0,0.5,1,0,0.50324622,0.240269209,0
황준현,대구가톨릭대학교,2.848511242,0,0.5,0.02,0,0.50324622,0.23509819,0
임강빈,순천향대학교,2.997237074,0,0.5,1,0,0.50324622,0.247373084,0
박운배,순천대학교,3.603601283,0,0.5,1,0,0.503287311,0.297418569,0
김근중,전남대학교,2.907152191,0,0.5,0.02,0,0.50324622,0.239938044,0
염희란,서울대학교,2.92449646,0,0.5,1,0,0.50324622,0.241369531,0
김선미,중앙대학교,3.541588253,0,0.5,1,0,0.503287311,0.292300404,0
김선미,가톨릭대학교,2.799648897,0,0.5,1,0,0.50324622,0.231065399,0
김상엽,고려대학교,2.902622186,0,0.5,1,0,0.50324622,0.239564166,0
김상엽,서울아산병원,3.58279259,0,0.375,0.02,0,0.377486029,0.29570115,0
김태욱,단국대학교,2.848581322,0,0.5,1,0,0.50324622,0.235103974,0
김은정,동의대학교,2.911133438,0.78845736,0.5,1,0,0.503287311,0.252058219,0
김종구,부산대학교,2.902617499,0,0.5,1,0,0.50324622,0.239563779,0
정규성,인제대학교,2.848511242,0,0.5,1,0,0.50324622,0.23509819,0
김인희,공주대학교,3.637907241,0.09531018,0.5,1,0,0.503328402,0.301675356,0
김선중,서울시립대학교,2.848439225,0,0.5,1,0,0.50324622,0.235092246,0
고동우,경성대학교,2.924588308,0,0.5,1,0,0.50324622,0.241377112,0
황의종,한국과학기술원,2.913473445,0,0.5,1,0,0.50324622,0.240459761,0
김용훈,신라대학교,2.848511242,0,0.5,1,0,0.50324622,0.23509819,0
김도인,원광대학교,2.848577636,0,0.5,1,0,0.50324622,0.235103669,0
최아영,이화여자대학교,2.916630186,0,0.5,1,0,0.50324622,0.240720298,0
이원준,단국대학교,2.95546886,0,0.5,1,0,0.50324622,0.243925798,0
이원준,청주대학교,2.833589649,0,0.45,0.02,0,0.452925707,0.233866655,0
고태식,전북대학교,3.637615708,0,0.5,0.02,0,0.503287311,0.300225906,0
김현지,가톨릭대학교,2.911444943,0,0.5,1,0,0.50324622,0.240292341,0
손용석,중앙대학교,3.626224215,0,0.5,1,0,0.503287311,0.299285723,0
전용준,동의대학교,2.924562082,0,0.5,1,0,0.50324622,0.241374947,0
이상돈,이화여자대학교,2.938840659,0,0.5,1,0,0.50324622,0.242553411,0
김경덕,포항공과대학교,2.911416702,0,0.5,0.02,0,0.50324622,0.24029001,0
김경덕,인하대학교,2.875119001,0,0.5,0.02,0,0.50324622,0.237294226,0
정한얼,성균관대학교,3.894322277,0,0.5,1,0,0.503328402,0.32141285,0
장미,한국과학기술원,3.883362296,0,0.5,1,0,0.503328402,0.320508282,0
윤종철,고려대학교,2.800603126,0,0.5,0.02,0,0.50324622,0.231144155,0
김경록,포항공과대학교,2.869157943,0,0.5,1,0,0.50324622,0.236802238,0
이유신,서울대학교,2.869157943,0,0.5,0.02,0,0.50324622,0.236802238,0
정우창,고려대학교,2.869157943,0,0.5,1,0,0.50324622,0.236802238,0
장기원,한국과학기술원,2.869157943,0,0.5,0.02,0,0.50324622,0.236802238,0
김나경,한국과학기술원,3.515195062,0,0.5,1,0,0.503287311,0.290122076,0
손보람,숙명여자대학교,2.800603126,0,0.5,0.02,0,0.50324622,0.231144155,0
장지이,울산과학기술원,3.878554889,0,0.5,1,0,0.503328402,0.320111509,0
문주형,이화여자대학교,2.869157943,0,0.5,1,0,0.50324622,0.236802238,0
송아람,서울대학교,2.869157943,0,0.5,1,0,0.50324622,0.236802238,0
안성진,서울대학교,3.891185472,0,0.5,1,0,0.503328402,0.321153958,0
안성진,성균관대학교,0,1.481604541,0.5,1,0,0.50324622,0.022157786,0
양지안,중앙대학교,2.680247424,0,0.5,1,0,0.50324622,0.221210753,0
민찬양,한림대학교,3.967770231,0,0.5,1,0,0.503328402,0.327474782,0
전호제,연세대학교,3.896786236,0,0.5,1,0,0.503369494,0.32161621,0
김주현,부산대학교,2.869157943,0,0.5,0.02,0,0.50324622,0.236802238,0
양태연,인천대학교,2.800603126,0.09531018,0.5,0.02,0,0.503287311,0.232569544,0
이은정,청주대학교,3.583624519,2.041220329,0.5,1,0,0.503328402,0.326296801,0
이은정,국민대학교,0,4.621437158,0.5,1,0,0.503287311,0.069114811,0
김광묵,연세대학교,2.822047882,0,0.5,1,0,0.50324622,0.23291407,0
장재림,울산과학기술원,3.515195062,0,0.5,0.02,0,0.503287311,0.290122076,0
김대욱,인천가톨릭대학교,2.800603126,0.78845736,0.5,0.02,0,0.503287311,0.242935743,0
김학구,한국과학기술원,2.869157943,0,0.5,1,0,0.50324622,0.236802238,0
김승현,제주대학교,2.869157943,0,0.5,0.02,0,0.50324622,0.236802238,0
현동욱,경희대학교,3.562305123,0,0.5,1,0,0.503287311,0.294010244,0
김미래,부산대학교,3.589566188,0,0.5,1,0,0.503287311,0.296260201,0
천현준,연세대학교,3.896786236,0,0.5,1,0,0.503369494,0.32161621,0
이주양,호서대학교,3.493750307,0,0.5,1,0,0.503287311,0.288352161,0
박흔,고려대학교,2.869157943,0,0.5,1,0,0.50324622,0.236802238,0
장진곤,고려대학교,3.957823392,0,0.5,1,0,0.503328402,0.326653832,0
장혜민,경북대학교,3.515195062,0,0.5,1,0,0.503287311,0.290122076,0
조현경,서울대학교,2.869157943,0,0.5,0.02,0,0.50324622,0.236802238,0
이한슬,이화여자대학교,3.466582668,0,0.5,0.02,0,0.503287311,0.286109915,0
신준하,연세대학교,2.869157943,0,0.5,1,0,0.50324622,0.236802238,0
이광우,연세대학교,3.589654767,0,0.5,1,0,0.503287311,0.296267511,0
홍인재,연세대학교,3.892992233,0,0.5,1,0,0.503328402,0.321303077,0
황유민,광운대학교,2.869157943,0,0.5,1,0,0.50324622,0.236802238,0
주하람,서울대학교,2.869157943,0,0.5,0.02,0,0.50324622,0.236802238,0
한진영,성균관대학교,3.606621168,0,0.5,1,0,0.503287311,0.297667811,0
한진영,한양대학교(ERICA캠퍼스),3.553753693,0,0.475,1,0,0.478127055,0.293304463,0
홍지우,숭실대학교,2.913473987,0,0.5,1,0,0.50324622,0.240459806,0
홍지우,포항공과대학교,2.875119001,0,0.5,1,0,0.50324622,0.237294226,0
이효종,전북대학교,2.808685531,0,0.5,1,0,0.50324622,0.231811226,0
김경택,울산과학기술원,3.473089781,0,0.5,0.02,0,0.503287311,0.286646971,0
이창호,포항공과대학교,3.902241592,0,0.5,0.02,0,0.503369494,0.32206646,0
이창호,인하대학교,0,2.493205453,0.2,1,0.006944444,0.201364234,0.037286545,0
강인제,한국과학기술원,3.478062408,0,0.5,0.02,0,0.503287311,0.28705738,0
박소영,동국대학교,4.238765437,0,0.4,0.02,0,0.402728468,0.349841021,0
박소영,제주대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
한상지,(사)한국대학교육협의회,2.800603126,0,0.5,0.02,0,0.50324622,0.231144155,0
조향숙,전남대학교,2.800603126,0.09531018,0.5,1,0,0.503287311,0.232569544,0
노지연,강원대학교,2.800603126,0,0.5,0.02,0,0.50324622,0.231144155,0
박지영,강원대학교,2.800603126,0,0.5,0.02,0,0.50324622,0.231144155,0
박지영,부산대학교,2.800603126,0,0.45,1,0,0.452925707,0.231144155,0
류재한,경상대학교,3.493750307,0.78845736,0,1,0,0.000123274,0.300143748,0
류재한,전남대학교,2.876622922,0,0.5,0.02,0,0.50324622,0.237418351,0
이난희,(사)한국대학교육협의회,2.800603126,0,0.5,0.02,0,0.50324622,0.231144155,0
김나영,가톨릭대학교,2.794295809,0,0.5,1,0,0.50324622,0.230623589,0
김동현,창원대학교,3.568266181,0,0.5,1,0,0.503287311,0.294502232,0
박준은,충남대학교,3.58706851,0,0.5,1,0,0.503287311,0.296054058,0
박준은,서울대학교,2.858757905,0,0.5,1,0,0.50324622,0.235943885,0
박생렬,전남대학교,3.988901305,0,0.5,1,0,0.503328402,0.329218808,0
박생렬,경희대학교,2.858757905,0,0.5,1,0,0.50324622,0.235943885,0
김상희,경기대학교,3.528381213,0,0.5,1,0,0.503287311,0.291210378,0
김상희,서울대학교,2.858757905,0,0.5,1,0,0.50324622,0.235943885,0
최호식,서울시립대학교,3.557148898,0,0.5,0.02,0,0.503287311,0.293584682,0
최호식,경기대학교,3.957129348,0,0.5,0.02,0,0.503328402,0.32659655,0
서정인,한라대학교,2.875119001,0,0.5,1,0,0.50324622,0.237294226,0
서정인,대전대학교,2.858757905,0,0.5,1,0,0.50324622,0.235943885,0
곽준섭,순천대학교,3.025201724,0,0.5,0.02,0,0.50324622,0.24968111,0
이혜은,이화여자대학교,3.528381213,0,0.5,0.02,0,0.503287311,0.291210378,0
가연석,충남대학교,3.528381213,0,0.5,0.02,0,0.503287311,0.291210378,0
변해원,인제대학교,3.96384743,0,0.5,1,0,0.503328402,0.327151019,0
변해원,호남대학교,3.557396102,0,0,1,0,8.22E-05,0.293605084,0
박승훈,단국대학교,3.526411212,0,0.5,1,0,0.503287311,0.291047786,0
박승훈,계명대학교,3.558212219,0,0,1,0,8.22E-05,0.293672441,0
이혜원,순천향대학교,3.959594386,0,0.5,1,0,0.503328402,0.326799999,0
이혜원,서울대학교,3.560119093,0,0,1,0,8.22E-05,0.293829823,0
이시현,한국과학기술원,2.79369193,0,0.5,1,0,0.50324622,0.230573749,0
이시현,포항공과대학교,3.968307279,0,0.5,1,0,0.503328402,0.327519106,0
최승연,연세대학교,4.392823537,0,0.5,1,0,0.503410585,0.362556007,0
한주형,강원대학교,3.529538447,0,0.5,0.02,0,0.503287311,0.291305889,0
한주형,경희대학교,2.853123873,0.09531018,0.475,1,0,0.478127055,0.236904276,0
권재윤,상명대학교,3.530119503,0.09531018,0.5,0.02,0,0.503328402,0.292779234,0
임치현,울산과학기술원,4.478071848,0,0.5,1,0,0.503410585,0.369591866,0
고대유,대진대학교,3.526761012,0,0.5,0.02,0,0.503287311,0.291076657,0
정선미,동의대학교,2.836625337,0,0.5,0.02,0,0.50324622,0.234117202,0
한남희,고려대학교,2.835980406,0.406518502,0.5,0.02,0,0.503328402,0.240143565,0
김희진,가천대학교,2.832726721,0,0.5,1,0,0.50324622,0.233795434,0
파닌,동국대학교,2.858757905,0,0.5,0.02,0,0.50324622,0.235943885,0
윤정호,연세대학교,2.858757905,0,0.5,0.02,0,0.50324622,0.235943885,0
정경인,서울대학교,3.560119093,0,0.5,0.02,0,0.503287311,0.293829823,0
박지성,한국해양대학교,3.555975195,0,0.5,0.02,0,0.503287311,0.293487811,0
우승민,경북대학교,3.560119093,0,0.5,1,0,0.503287311,0.293829823,0
엽경은,충북대학교,3.560119093,0,0.5,1,0,0.503287311,0.293829823,0
최하늘,창원대학교,3.560119093,0,0.5,1,0,0.503287311,0.293829823,0
남민경,가톨릭대학교,3.560119093,0,0.5,0.02,0,0.503287311,0.293829823,0
블라디미르사호브,울산대학교,3.968307279,0,0.5,1,0,0.503328402,0.327519106,0
김우경,영남대학교,3.647824344,0,0.5,1,0,0.503287311,0.301068462,0
하상우,경북대학교,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
송석현,한국정보화진흥원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
임승재,경희대학교,0,0.406518502,0.5,1,0,0.503287311,0.006079591,0
김성겸,동서대학교,0,1.004355503,0.5,1,0,0.50324622,0.015020401,0
김성겸,경북대학교,4.015854613,0,0.5,1,0,0.503328402,0.331443364,0
함주일,대구과학대학교,0,0.311208322,0.5,1,0,0.50324622,0.004654202,0
박정미,건국대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
박정미,충청북도농업기술원,2.901286267,0,0.5,1,0,0.50324622,0.239453908,0
안병대,고려대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김선혜,연세대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
하정우,경기대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
김기락,경찰청,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
