name,inst,ntisQual,remainQual,lct,acc,coop,qunt,qual,expert
정효지,서울대학교,3.594433447,0,0.475,0.02,0,0.478127055,0.296661914,0
신동미,서울대학교,3.594433447,0,0.475,0.02,0,0.478127055,0.296661914,0
PARK YOUNGJA HWANG,고려대학교,2.907737881,0,0.45,0.02,0,0.452925707,0.239986384,0
윤석훈,수원대학교,2.862451709,0,0.45,0.02,0,0.452925707,0.236248748,0
이지윤,서울대학교,3.600885062,0,0.475,0.02,0,0.478127055,0.297194389,0
최낙진,전북대학교,2.851400951,0,0.45,1,0,0.452925707,0.235336688,0
장윤혁,경희대학교,4.00635017,0,0.5,0.02,0,0.503328402,0.330658927,0
이미경,순천대학교,4.003977656,0,0.5,0.02,0,0.503328402,0.330463115,0
이미경,계명대학교,2.800603126,0,0.45,1,0,0.452925707,0.231144155,0
심재창,안동대학교,4.007145867,0,0.435,1,0,0.437911736,0.330724599,0
이병천,서울대학교,3.639109593,0,0.475,0.02,0,0.478127055,0.300349201,0
이해정,가천대학교,5.009392064,0,0.5,1,0,0.503533859,0.413443692,0
이해정,부산대학교,3.968306019,0,0.5,1,0,0.503328402,0.327519002,0
이정훈,서울대학교,4.555218914,0.09531018,0,1,0,0.000246548,0.377384488,0
이정훈,연세대학교,0,0.19062036,0.5,1,0,0.503287311,0.002850778,0
권오상,서울대학교,3.992533618,0.09531018,0,1,0,0.000164366,0.330943985,0
장재봉,건국대학교,3.961063997,0,0.5,1,0,0.503328402,0.326921292,0
김진영,전남대학교,4.353012375,0,0.485,1,0,0.48827334,0.359270244,0
이정현,전남대학교,4.858965463,0.09531018,0,1,0,0.000328731,0.402453816,0
이정현,울산대학교,2.822047882,0,0.5,1,0,0.50324622,0.23291407,0
장세경,중앙대학교,3.709243503,0,0.45,1,0,0.452966798,0.306137613,0
김휘율,건국대학교,3.973731289,0,0.5,1,0,0.503328402,0.32796677,0
이관제,동국대학교,3.989685037,0,0.5,1,0,0.503328402,0.329283492,0
신찬석,서울대학교,2.913473987,0,0.5,0.02,0,0.50324622,0.240459806,0
양재의,강원대학교,2.931575172,0,0.5,0.02,0,0.50324622,0.241953764,0
김준엽,충남대학교,2.893921329,0,0.5,1,0,0.50324622,0.238846052,0
김재광,인천대학교,4.949917097,0,0.5,1,0,0.503533859,0.408535003,0
허완,고려대학교,2.907737881,0,0.5,0.02,0,0.50324622,0.239986384,0
김진흠,수원대학교,2.862451709,0,0.5,0.02,0,0.50324622,0.236248748,0
백남인,경희대학교,2.964045106,0,0.5,1,0,0.50324622,0.244633627,0
김미령,신라대학교,3.970447512,0,0.5,0.02,0,0.503328402,0.327695748,0
홍세운,전남대학교,3.995366442,0,0.5,1,0,0.503328402,0.329752399,0
조인희,원광대학교,3.588175219,0,0,0.02,0,8.22E-05,0.296145399,0
김현정,제주대학교,3.573395332,0,0,0.02,0,8.22E-05,0.29492556,0
한복경,고려대학교,3.590260731,0,0,0.02,0,8.22E-05,0.296317524,0
최석화,충북대학교,4.055658305,0,0.5,1,0,0.503328402,0.33472851,0
김범기,국립농업과학원,2.920679988,0,0.5,1,0,0.50324622,0.241054544,0
이승환,충남대학교,4.006124058,0,0.5,1,0,0.503328402,0.330640265,0
이승환,강원대학교,3.573041368,0,0.5,1,0,0.503287311,0.294896346,0
이미연,건국대학교,2.875119001,0,0.5,1,0,0.50324622,0.237294226,0
이동엽,"BIOPROCESSING TECHNOLOGY INSTITUTE, A*STAR",2.901286267,0,0.5,1,0,0.50324622,0.239453908,0
강은경,강원대학교,2.901286267,0,0.5,0.02,0,0.50324622,0.239453908,0
손찬수,농촌진흥청,2.875119001,0,0.5,1,0,0.50324622,0.237294226,0
고희종,서울대학교,2.979269692,0,0.5,1,0,0.50324622,0.245890169,0
이명렬,인천대학교,4.036141743,0,0.5,0.02,0,0.503328402,0.333117736,0
모창연,강원대학교,3.607025214,0,0.5,1,0,0.503287311,0.297701159,0
오택근,충남대학교,2.913473987,0,0.5,0.02,0,0.50324622,0.240459806,0
고종한,전남대학교,2.893921329,0,0.5,1,0,0.50324622,0.238846052,0
류영렬,서울대학교,2.971403363,0,0.5,1,0,0.50324622,0.245240932,0
박희동,경북대학교,2.885351128,0,0.5,0.02,0,0.50324622,0.238138722,0
이명숙,성신여자대학교,4.304704971,0,0.5,1,0,0.503369494,0.355283255,0
이명숙,계명대학교,2.788843155,0.19062036,0.435,1,0,0.437911736,0.233024339,0
윤상덕,성신여자대학교,3.96330441,0,0.5,1,0,0.503328402,0.327106201,0
김병순,안동대학교,4.240561783,0,0.465,1,0,0.468145135,0.34998928,0
정진곤,중앙대학교,4.240561783,0,0.465,1,0,0.468145135,0.34998928,0
김재범,건국대학교,4.806818552,0,0,1,0,0.00028764,0.396724549,0
윤현덕,명지대학교,4.834066957,0.09531018,0.48,1,0,0.483405654,0.40039885,0
김엽,경희대학교,4.240561783,0,0.465,1,0,0.468145135,0.34998928,0
신준석,성균관대학교(자연과학캠퍼스),4.23934872,0,0.465,0.02,0,0.468145135,0.349889161,0
임명신,서울대학교,4.341995692,0,0.5,0.02,0,0.503369494,0.358360996,0
석준희,고려대학교,4.99279817,0,0.5,1,0,0.503533859,0.412074137,0
부선영,홍익대학교,4.806818552,0,0,1,0,0.00028764,0.396724549,0
정경용,상지대학교,3.973731289,0,0.35,1,0,0.352366864,0.32796677,0
정경용,경기대학교,4.49548371,1.982379829,0,1,0,0.00028764,0.400675944,0
김성조,중앙대학교,3.563880754,0,0.425,1,0,0.427806542,0.294140287,0
이찬수,영남대학교,4.240561783,0,0.465,0.02,0,0.468145135,0.34998928,0
김종배,서울디지털대학교,3.563110814,0.09531018,0.435,1,0,0.437911736,0.295502129,0
김종배,숭실대학교,0,5.111984881,0.38,1,0.020833333,0.382846811,0.076451081,0
김동국,전남대학교,4.240561783,0,0.465,0.02,0,0.468145135,0.34998928,0
노상호,서울대학교,4.240561783,0,0.465,1,0,0.468145135,0.34998928,0
이창현,서울대학교,4.470000104,0,0.5,1,0,0.503410585,0.368925675,0
남승윤,가천대학교,4.240561783,0,0.465,0.02,0,0.468145135,0.34998928,0
손경아,아주대학교,4.947092618,0,0.45,1,0,0.453172255,0.408301888,0
최태련,고려대학교,4.240545999,0,0.465,0.02,0,0.468145135,0.349987977,0
조재일,전남대학교,4.475365711,0,0.48,1,0,0.48328238,0.369368518,0
오인환,경희대학교,4.491761573,0,0,1,0,0.000205457,0.370721729,0
성혁기,홍익대학교,4.240561783,0,0.465,1,0,0.468145135,0.34998928,0
Klaus Heese,한양대학교,3.568395765,0,0.425,1,0,0.427806542,0.294512927,0
윤동근,연세대학교,3.569481955,0,0.425,1,0,0.427806542,0.294602574,0
윤동근,울산과학기술원,2.876334774,0.09531018,0.325,1,0,0.327165516,0.238819958,0
최재영,한국외국어대학교,4.650955109,0,0,1,0,0.000246548,0.383860562,0
최재영,중원대학교,2.863791752,0,0.35,1,0,0.352284681,0.236359347,0
이호준,유원대학교,2.863791752,0,0.4,1,0,0.402605194,0.236359347,0
이호준,강릉영동대학교,2.863791752,0,0.35,1,0,0.352284681,0.236359347,0
최수진,국민대학교,2.795617631,0,0.4,0.02,0,0.402605194,0.230732684,0
이계희,경희대학교,2.85349909,6.289817607,0.41,1,0,0.412792571,0.329575735,0
이중정,연세대학교,2.879811662,0.09531018,0.35,0.02,0,0.352325773,0.239106918,0
이광오,영남대학교,2.914965149,0,0.4,0.02,0,0.402605194,0.240582877,0
황아란,부산대학교,2.912360006,0,0.4,0.02,0,0.402605194,0.240367865,0
박명환,삼육대학교,4.513448495,0,0.46,1,0,0.463154175,0.372511631,0
정재화,한국방송통신대학교,4.236083727,0.88376754,0.435,1,0,0.43803501,0.362836666,0
권지훈,울산대학교,3.999464033,0,0.45,0.02,0,0.45300789,0.330090589,0
장봉규,포항공과대학교,2.970836535,0,0.4,0.02,0,0.402605194,0.245194149,0
노재춘,세종대학교,4.665398638,0.09531018,0.48,1,0,0.483364563,0.386478029,0
차경진,강원대학교,2.788092959,0.19062036,0.415,1,0,0.417783531,0.232962422,0
김기현,성균관대학교,4.642160107,0,0.435,0.02,0,0.43803501,0.383134678,0
김기현,한국과학기술정보연구원/과학기술연구망센터,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
김경재,동국대학교,2.899745655,0,0.4,0.02,0,0.402605194,0.239326756,0
채현경,이화여자대학교,2.963606454,0,0.4,0.02,0,0.402605194,0.244597424,0
송건섭,대구대학교,3.530679276,0,0.425,1,0,0.427806542,0.291400046,0
장병희,성균관대학교,2.779942601,0.09531018,0.4,0.02,0,0.402646285,0.230864354,0
이수진,남서울대학교,3.522955001,0,0.425,0.02,0,0.427806542,0.290762532,0
이수진,중앙대학교,0,3.186352633,0.5,1,0,0.503287311,0.047652743,0
안순태,이화여자대학교,3.530183185,0.19062036,0.465,0.02,0.006944444,0.468145135,0.294209879,0
홍순구,동아대학교,4.312441779,9.717332296,0.47,1,0,0.473341552,0.501247068,0
백욱인,서울과학기술대학교,2.779942601,6.198351879,0.36,1,0,0.362513149,0.322136951,0
이수안,이화여자대학교,3.919238294,2.58021683,0.44,1,0,0.442984878,0.362057084,0
정경영,한양대학교,2.963445967,0,0.4,1,0,0.402605194,0.244584178,0
남길임,경북대학교,2.836661964,0.09531018,0.35,0.02,0,0.352325773,0.235545614,0
채철균,광운대학교,3.664280834,0,0.425,0.02,0,0.427806542,0.302426677,0
이용숙,덕성여자대학교,2.832834709,4.36500763,0.435,1,0,0.437911736,0.299084187,0
황용석,건국대학교,2.96937643,0,0.4,1,0,0.402605194,0.245073641,0
심재만,서울시립대학교,2.83278565,0,0.4,1,0,0.402605194,0.233800298,0
전여선,서울대학교,2.853123873,0,0.4,0.02,0,0.402605194,0.235478887,0
이정아,조선대학교,4.945906459,0,0.47,1,0,0.473341552,0.40820399,0
이정아,고려대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김병곤,아주대학교,4.393641591,0,0.5,1,0,0.503369494,0.362623524,0
박용완,영남대학교,4.900306938,0,0,1,0,0.00028764,0.404440492,0
박창수,광주과학기술원,3.966513131,0,0.45,1,0,0.45300789,0.327371029,0
김상하,충남대학교,4.534527159,0,0.49,1,0,0.493346483,0.374251332,0
정창렬,울산과학기술원,2.817360854,0,0.4,0.02,0,0.402605194,0.232527233,0
박강령,동국대학교,4.870513168,0,0,1,0,0.00028764,0.401981502,0
조성현,한양대학교(ERICA캠퍼스),4.864683255,0,0,1,0,0.00028764,0.401500338,0
조성현,창업진흥원 조사연구실,0,0.09531018,0.35,1,0.006944444,0.352284681,0.001425389,0
김익연,연세대학교,4.507613418,0,0.49,1,0,0.493346483,0.372030041,0
한혜원,이화여자대학교,2.905972807,0,0.4,0.02,0,0.402605194,0.239840705,0
한혜원,단국대학교,0,1.704748092,0.5,1,0,0.50324622,0.025494957,0
고장완,성균관대학교,2.883528723,0,0.4,1,0,0.402605194,0.237988312,0
윤현규,창원대학교,2.92522233,0,0.4,0.02,0,0.402605194,0.24142944,0
최의인,한남대학교,4.84679843,2.675527009,0.45,1,0,0.453254438,0.440037449,0
김기옥,성균관대학교,4.519130456,0,0.49,1,0,0.493346483,0.372980585,0
김동욱,전북대학교,3.023440952,0,0.4,1,0,0.402605194,0.249535787,0
김동욱,서울대학교,4.059366883,0.88376754,0.42,1,0,0.422856673,0.34825157,0
정달영,숭실대학교,3.037158526,0,0.4,0.02,0,0.402605194,0.250667949,0
정달영,동국대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김경아,숙명여자대학교,4.06513332,2.397895273,0.425,1,0.006944444,0.427888725,0.371371674,0
김경아,삼성서울병원 의생명정보센터,0,0.09531018,0.25,1,0,0.251643655,0.001425389,0
박재영,연세대학교,2.804787291,0,0.45,0.02,0,0.452925707,0.23148949,0
박재영,K-water 통합물정보처,0,0.09531018,0.4,1,0,0.402605194,0.001425389,0
오은비,한양대학교,2.804787291,0,0.45,1,0,0.452925707,0.23148949,0
양종모,영남대학교,2.779942601,5.05815481,0.315,0.02,0,0.317142505,0.305085004,0
김양석,계명대학교,2.779942601,0,0.45,0.02,0,0.452925707,0.229438965,0
정영선,전남대학교,4.814103998,0,0.495,1,0,0.498460717,0.397325844,0
김혜린,대구경북과학기술원,3.559266523,0,0.475,1,0,0.478127055,0.293759457,0
김나영,성균관대학교,3.968582893,0,0.5,1,0,0.503328402,0.327541854,0
김나영,숙명여자대학교,3.906504469,0,0.35,1,0,0.352366864,0.322418292,0
이해승,이화여자대학교,4.236377094,0,0,1,0,0.000164366,0.349643902,0
박성건,숭실대학교,3.560119093,0.09531018,0.465,0.02,0,0.468104043,0.295255212,0
양태석,고려대학교,4.466056492,0,0,1,0,0.000205457,0.368600194,0
조용화,경희대학교,4.461798721,0,0,1,0,0.000205457,0.368248784,0
천승철,건양대학교,4.648263612,0,0.5,1,0,0.503451677,0.383638423,0
배태수,중원대학교,4.668916766,0,0.5,1,0,0.503451677,0.385343004,0
최재호,동아대학교,4.23752324,0,0,1,0,0.000164366,0.349738497,0
이우진,상명대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김영종,숭실대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
전제훈,원광대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
전제훈,환동해연구원,0,1.704748092,0.45,1,0,0.452925707,0.025494957,0
금상수,세명대학교,0,0.78845736,0.5,1,0,0.50324622,0.011791588,0
박근우,한국도박문제관리센터,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
박창훈,호서대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
이애경,단국대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
김교민,한신대학교,0,1.887069649,0.5,0.02,0,0.50324622,0.028221624,0
오세원,홍익대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
오세원,고려대학교,3.944492595,0,0.5,1,0,0.503328402,0.325553592,0
안경수,한화시스템,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
윤영선,한남대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
박반야,서울드래곤시티,0,1.193922468,0.5,0.02,0.006944444,0.50324622,0.017855425,0
김태희,경희대학교,0,1.887069649,0.5,0.02,0,0.50324622,0.028221624,0
엄주희,건국대학교,0,2.734367509,0.5,0.02,0,0.50324622,0.040893187,0
엄주희,성산생명윤리연구소,0,4.572646994,0,1,0,8.22E-05,0.068385141,0
안기완,전남대학교,0,1.704748092,0.5,1,0.006944444,0.50324622,0.025494957,0
강경화,고려대학교,0,0.78845736,0.5,0.02,0,0.50324622,0.011791588,0
김봉환,숙명여자대학교,0,0.78845736,0.5,1,0.006944444,0.50324622,0.011791588,0
고재성,안동대학교,0,1.193922468,0.5,1,0,0.50324622,0.017855425,0
이형규,한양대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
이진희,숭실사이버대학교,0,0.19062036,0,1,0,8.22E-05,0.002850778,0
이진희,부산대학교,2.893179844,0,0.5,1,0,0.50324622,0.238784855,0
윤선우,성신여자대학교,0,0.19062036,0.5,0.02,0,0.503287311,0.002850778,0
박상현,서울대학교,0,1.193922468,0.5,0.02,0,0.50324622,0.017855425,1
이강이,서울대학교,0,1.384542828,0.5,0.02,0,0.503328402,0.020706203,0
윤혜경,동의대학교,0,0.78845736,0.5,1,0,0.50324622,0.011791588,0
김혁주,순천대학교,4.321823085,0.09531018,0.49,1,0,0.493346483,0.358121465,0
권성욱,경기대학교,0,1.193922468,0.5,1,0,0.50324622,0.017855425,0
이재숙,광주여자대학교,0,0.78845736,0.5,0.02,0,0.50324622,0.011791588,0
이재숙,충북대학교,0,0.19062036,0.4,1,0,0.402646285,0.002850778,0
한국외국어대학교,한국외국어대학교,0,0.09531018,0.5,1,0.006944444,0.50324622,0.001425389,0
이정선,을지대학교,0,1.672224901,0.5,1,0.020833333,0.503328402,0.025008564,0
임연희,독립연구자,0,1.193922468,0.5,1,0,0.50324622,0.017855425,0
임연희,충남대학교,0,1.384542828,0,1,0,0.000123274,0.020706203,0
정유진,추계예술대학교,0,1.193922468,0.5,1,0,0.50324622,0.017855425,0
서정범,경찰대학,0,0.88376754,0,0.02,0,8.22E-05,0.013216976,0
최지은,이화여자대학교,0,1.481604541,0.5,1,0,0.50324622,0.022157786,0
최지은,부경대학교,2.891889596,0,0.5,1,0,0.50324622,0.238678366,0
김성희,서울주택도시공사 SH도시연구원,0,0.09531018,0.5,1,0.006944444,0.50324622,0.001425389,0
박선영,서울대학교,0,1.704748092,0.5,1,0.006944444,0.50324622,0.025494957,0
윤현석,원광대학교,0,0.88376754,0.5,1,0,0.503287311,0.013216976,0
김병운,과학기술연합대학원대학교,0,0.19062036,0.45,1,0,0.452966798,0.002850778,0
송미장,전주대학교,0,1.193922468,0.3,1,0,0.301964168,0.017855425,0
김소윤,연세대학교,0,1.481604541,0.5,0.02,0,0.50324622,0.022157786,0
김남현,예금보험공사,0,0.09531018,0.5,1,0.006944444,0.50324622,0.001425389,0
김용근,포스코경영연구소,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
천용석,한국옥외광고센터,0,1.576914721,0.5,1,0.006944444,0.503287311,0.023583175,0
김봉제,서울대학교,0,5.920720143,0,1,0,0.000123274,0.08854593,0
김유신,알티캐스트,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
김유신,ALTICAST INC.,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
안현정,동국대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
박민혁,연세대학교,0,1.289232648,0.5,0.02,0,0.503287311,0.019280814,0
박민혁,한국전력공사 경제경영연구원,0,2.387844937,0.4,0.02,0,0.402646285,0.03571085,0
송제호,원광대학교,0,0.311208322,0.5,1,0,0.50324622,0.004654202,0
이경화,송호대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
이경화,숭실대학교,2.836945008,0,0.45,0.02,0,0.452925707,0.234143585,0
서자유,옐로우오커,0,1.704748092,0.5,0.02,0.006944444,0.50324622,0.025494957,0
서자유,서울시립대학교,2.885351128,0,0.5,0.02,0,0.50324622,0.238138722,0
이성일,JB(주),0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
이성일,"ELECTRICITY BUSINESS TEAM, JB COPR.",0,0.09531018,0.5,1,0.006944444,0.50324622,0.001425389,0
주신하,서울여자대학교,0,1.576914721,0.5,1,0,0.503287311,0.023583175,0
양지현,연세대학교,0,0.78845736,0.5,0.02,0,0.50324622,0.011791588,0
박혜진,숙명여자대학교,0,1.887069649,0.5,0.02,0,0.50324622,0.028221624,0
강병노,서울한영대학교,0,0.78845736,0.5,1,0,0.50324622,0.011791588,0
김철우,가천대학교,0,0.78845736,0.5,0.02,0,0.50324622,0.011791588,0
박기범,서울교육대학교,0,1.887069649,0.5,1,0,0.50324622,0.028221624,0
박기범,전남대학교,4.332844776,0,0.485,1,0,0.48827334,0.357605737,0
최효진,한양대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
이해광,상명대학교,0,0.78845736,0.5,0.02,0,0.50324622,0.011791588,0
계보경,한국교육학술정보원,0,1.576914721,0.5,0.02,0.006944444,0.503287311,0.023583175,0
김지은,명지대학교,0,0.78845736,0.5,1,0,0.50324622,0.011791588,0
이제광,경기남부지방경찰청,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
이연우,제주대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
정재훈,동국대학교,0,0.78845736,0.5,1,0,0.50324622,0.011791588,0
전민주,한림성심대학교,0,0.78845736,0.5,0.02,0,0.50324622,0.011791588,0
최연실,상명대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
이상민,경희대학교,0,0.78845736,0.5,0.02,0.006944444,0.50324622,0.011791588,0
이상민,전북대학교,2.885351128,0,0.5,1,0,0.50324622,0.238138722,0
박병용,국립 한밭 대학교 산업디자인과 대학원,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
신명호,협성대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
박종옥,충북대학교,0,0.88376754,0.5,1,0,0.503287311,0.013216976,0
박소정,신한대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
조승현,우석대학교,0,0.19062036,0.5,0.02,0,0.503287311,0.002850778,0
홍준호,한국정보보호산업협회,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
이종환,호서대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
이종환,고려대학교,5.254059947,0,0,1,0,0.000410914,0.433637039,0
강지연,명지대학교,0,0.78845736,0.5,0.02,0,0.50324622,0.011791588,0
모희준,선문대학교,0,1.704748092,0.5,1,0,0.50324622,0.025494957,0
한수미,한림대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
나병민,경남과학기술대학교,0,1.481604541,0.5,0.02,0,0.50324622,0.022157786,0
정연국,동의과학대학교,0,1.704748092,0.5,1,0,0.50324622,0.025494957,0
김혜연,성결대학교,0,2.077690009,0.5,1,0,0.503328402,0.031072402,0
진미정,서울대학교,0,0.78845736,0.5,0.02,0,0.50324622,0.011791588,0
배성은,한국산업기술대학교,0,0.78845736,0.5,1,0,0.50324622,0.011791588,0
최민욱,남서울대학교,0,1.193922468,0.5,1,0,0.50324622,0.017855425,0
조은숙,서일대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
강영흥,군산대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
주승희,덕성여자대학교,0,1.193922468,0.5,1,0,0.50324622,0.017855425,0
우성희,한국교통대학교,0,3.080992118,0.45,1,0,0.452966798,0.046077049,0
김영길,아주대학교,0,0.285930539,0.465,0.02,0.006944444,0.468104043,0.004276167,0
김영길,언어처리연구팀,0,0.09531018,0.2,1,0,0.201323143,0.001425389,0
조영복,대전대학교,4.211839224,2.588515632,0,1,0.013888889,0.00028764,0.386330634,0
"Ahn, Sunil","CENTER FOR COMPUTATIONAL SCIENCE PLATFORM, KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY INFORMATION (KISTI)",0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
한희정,한국해양과학기술원 해양위성센터,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
노영주,한국산업기술대학교,3.934812118,1.193922468,0,1,0,0.000164366,0.342610052,0
이강수,더존비즈온 미래기술연구소,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김양우,동국대학교,0,1.384542828,0.435,1,0.020833333,0.437911736,0.020706203,0
김창근,경남과학기술대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
조인준,배재대학교,0,1.672224901,0.415,1,0.006944444,0.417783531,0.025008564,0
임창원,중앙대학교,4.315867262,0.09531018,0,1,0,0.000205457,0.357629909,0
정연환,해군사관학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
김지성,한국건설기술연구원 국토보전연구본부,0,1.193922468,0.5,1,0.006944444,0.50324622,0.017855425,0
황경태,동국대학교,0,2.829677689,0.425,1,0,0.427806542,0.042318576,0
최영우,인천대학교,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
"Hong, Jung-Hyeok",한국해양수산연수원,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
이상봉,랩오투원,0,1.289232648,0.475,0.02,0.006944444,0.478127055,0.019280814,0
"Kim, Tae-Hwan",단국대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
김성훈,성균관대학교,0,1.481604541,0.5,1,0.006944444,0.50324622,0.022157786,0
김성훈,서울대학교,4.237789047,1.576914721,0.45,1,0,0.453131164,0.373343611,0
"Yoon, Hong-Joo",부경대학교,0,0.19062036,0.5,1,0,0.503287311,0.002850778,0
"Jung, Inhwan",한성대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
"Han, Myung-Mook","DEPARTMENT OF COMPUTER ENGINEERING, GAHON UNIVERSITY",0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
"Yoon, Sang-Chul",단국대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
노광현,한성대학교,0,1.576914721,0.45,0.02,0,0.452966798,0.023583175,0
곽동호,호서대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
문일영,한국기술교육대학교,4.801861653,0.381240719,0.49,1,0,0.49355194,0.402016994,0
정규만,대구대학교,0,2.174751721,0.5,0.02,0,0.50324622,0.032523985,0
김창식,배화여자대학교,0,2.041220329,0.5,0.02,0,0.50324622,0.030526988,0
최돈정,충남연구원 공간환경연구실,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
김래현,서울과학기술대학교,0,0.88376754,0.375,1,0,0.377486029,0.013216976,0
민선형,서울대학교,0,1.481604541,0.5,1,0.006944444,0.50324622,0.022157786,0
김일태,한국폴리텍대학대전캠퍼스 정보통신시스템과,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
"Kim, Jae Kyeong",경희대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
남기환,한국과학기술원,0,2.077690009,0.485,0.02,0,0.488232249,0.031072402,0
남기환,한양대학교,0,0.09531018,0.45,0.02,0,0.452925707,0.001425389,0
조경애,고려대학교,0,1.481604541,0.5,0.02,0,0.50324622,0.022157786,0
황지현,인천대학교,0,1.887069649,0.5,1,0,0.50324622,0.028221624,0
김호걸,청주대학교,0,2.292534757,0.5,0.02,0,0.50324622,0.034285462,0
정종인,공주대학교,0,2.174751721,0.5,0.02,0.006944444,0.50324622,0.032523985,0
"Yon, Yong-Ho",목원대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
이상준,전남대학교,4.014097709,3.271612477,0.5,1,0.020833333,0.503492768,0.380226187,0
이상준,세명대학교,0,2.675527009,0.375,0.02,0,0.377486029,0.040013212,0
황윤철,한남대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
황윤철,한국교통대학교,0,2.041220329,0.35,1,0,0.352284681,0.030526988,0
박동수,국방기술품질원,0,1.193922468,0.5,0.02,0,0.50324622,0.017855425,0
이동섭,주식회사 피에스글로벌,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
김한태,(주)부린,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
이상호,한밭대학교,3.964881457,0.88376754,0.5,1,0.006944444,0.503410585,0.340453337,0
안재준,연세대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
박광국,가톨릭대학교,0,2.174751721,0.5,1,0,0.50324622,0.032523985,0
김장미,단국대학교,0,0.09531018,0.5,1,0,0.50324622,0.001425389,0
김승호,경북대학교,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
임현아,순천향대학교,0,2.041220329,0.5,1,0,0.50324622,0.030526988,0
이경호,고려대학교,0,2.173000188,0.44,1,0,0.442984878,0.032497791,0
이홍주,가톨릭대학교,2.795995163,0.09531018,0.475,0.02,0,0.478127055,0.232189232,0
이홍주,경기대학교,0,1.982379829,0.45,1,0,0.452966798,0.029647013,0
한예지,한국외국어대학교,0,1.384542828,0,0.02,0,0.000123274,0.020706203,0
고진광,순천대학교,0,0.19062036,0.5,0.02,0,0.503287311,0.002850778,0
박헌진,인하대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
성주원,(주)미소정보기술,0,0.09531018,0.5,0.02,0.006944444,0.50324622,0.001425389,0
박재홍,경희대학교,2.836266945,0.19062036,0.415,1,0,0.417783531,0.2369384,0
"Shin, KwangSup",인천대학교,0,0.09531018,0.5,0.02,0,0.50324622,0.001425389,0
우종필,세종대학교,0,1.575163188,0.5,1,0.006944444,0.503410585,0.023556981,0
